# Results for 1000 trials
# n   time (msec)
# ---------------
1  1
2  0
3  1
4  0
5  0
6  1
7  1
8  0
9  1
10  1
11  1
12  2
13  2
14  1
15  1
16  1
17  1
18  1
19  1
20  2
21  2
22  1
23  1
24  1
25  2
26  2
27  2
28  1
29  2
30  1
31  2
32  2
33  2
34  2
35  1
36  1
37  1
38  1
39  3
40  3
41  2
42  1
43  2
44  2
45  1
46  2
47  1
48  1
49  2
50  1
